"Higher.taxon","Genus","Species","Individual","Sex","Age","Date","Video","Bout","Insertion.event","Hand.used.to.insert","Handed.in.with..","Position","Fingers","Location","X","HIInsert"
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",1,1,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",1,2,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",2,1,"right",NA,"Sitting","Index","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",3,1,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",3,1,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",4,1,"right",NA,"Sitting",NA,"Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",5,1,"left",NA,"Sitting","Index, Middle, Ring","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",5,2,"left",NA,"Sitting","Index, Middle, Ring","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",6,1,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",7,1,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",8,1,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",9,1,"left",NA,"Sitting","Index, Middle, Ring","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",9,2,"left",NA,"Sitting","Middle, Ring","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",10,1,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",10,2,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",10,3,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",10,4,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",10,5,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",10,6,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",11,1,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",11,2,"right",NA,"Sitting","Index, Middle, Ring","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",12,1,"left",NA,"Sitting","Middle, Ring","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",12,2,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",12,3,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",12,4,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",12,5,"left",NA,"Sitting","Index, Middle, Ring","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",13,1,"right",NA,"Sitting",NA,"Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",13,2,"right",NA,"Sitting",NA,"Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",14,1,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",14,2,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",15,1,"left",NA,"Sitting","Middle, Ring","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",15,2,"left",NA,"Sitting","Middle, Ring","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",16,1,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",16,2,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",17,1,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",18,1,"left",NA,"Sitting","Middle, Ring","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",18,2,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",18,3,"left",NA,"Sitting","Middle, Ring","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",18,4,"left",NA,"Sitting","Index, Middle, Ring","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",18,5,"left",NA,"Sitting","Middle, Ring","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",18,6,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",18,7,"left",NA,"Sitting","Index, Middle, Ring","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",19,1,"right",NA,"Sitting",NA,"Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00110",20,1,"right",NA,"Sitting","Middle, Ring","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00774",21,1,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00774",21,2,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00774",22,1,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00774",22,2,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00776",23,1,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00776",23,2,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00776",24,1,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00776",24,2,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00776",24,3,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00776",24,4,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00776",24,5,"left",NA,"Sitting","Middle, Ring","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00776",24,6,"left",NA,"Sitting","Middle, Ring","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00776",24,7,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Sullana_fusciceps","male","adult","31.08.2019","_00776",24,8,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00110",1,1,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00110",1,2,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00110",2,1,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00110",2,2,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00110",2,3,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00110",3,1,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",4,1,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",4,2,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",5,1,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",5,2,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",5,3,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",5,4,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",5,5,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",5,6,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,1,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,2,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,3,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,4,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,5,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,6,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,7,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,8,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,9,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,10,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,11,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,12,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,13,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,14,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,15,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,16,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,17,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,18,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,19,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",6,20,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",7,1,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",7,2,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Choko_fusciceps","female","adult","31.08.2019","_00774",7,3,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",1,1,"right",NA,"Tail suspension",NA,"Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",1,2,"right",NA,"Tail suspension",NA,"Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",2,1,"right",NA,"Tail suspension",NA,"Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",2,2,"right",NA,"Tail suspension",NA,"Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",3,1,"right",NA,"Tail suspension","Index","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",3,2,"right",NA,"Tail suspension","Index","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",4,1,"right",NA,"Crouched stance",NA,"Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",4,2,"right",NA,"Crouched stance",NA,"Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",4,3,"right",NA,"Crouched stance",NA,"Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",5,1,"right",NA,"Sitting","Index","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",5,2,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",6,1,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",6,2,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",6,3,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",6,4,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",6,5,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",6,6,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",6,7,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",6,8,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",6,9,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",6,10,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",6,11,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",7,1,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",7,2,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",7,3,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",7,4,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",7,5,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",8,1,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",9,1,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",9,2,"right",NA,"Sitting","Index, Middle, Ring","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",9,3,"right",NA,"Sitting","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",9,4,"right",NA,"Sitting",NA,"Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",10,1,"right",NA,"Tail suspension","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",11,1,"right",NA,"Tail suspension","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",11,2,"right",NA,"Tail suspension","Index, Middle, Ring","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",11,3,"right",NA,"Tail suspension","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",11,4,"right",NA,"Tail suspension","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",11,5,"right",NA,"Tail suspension","Index, Middle, Ring","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",11,6,"right",NA,"Tail suspension","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",12,1,"right",NA,"Tail suspension","Index","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",12,2,"right",NA,"Tail suspension","Index","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",12,3,"right",NA,"Tail suspension","Index","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",12,4,"right",NA,"Tail suspension","Index","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",12,5,"right",NA,"Tail suspension","Index","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",12,6,"right",NA,"Tail suspension",NA,"Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",12,7,"right",NA,"Tail suspension",NA,"Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",12,8,"right",NA,"Tail suspension","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",12,9,"right",NA,"Tail suspension","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",12,10,"right",NA,"Tail suspension","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",13,1,"right",NA,"Tail suspension","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",14,1,"right",NA,"Tail suspension","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",14,2,"right",NA,"Tail suspension","Index, Middle","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Diaz_fusciceps","female","adult","31.08.2019","_00775",14,3,"right",NA,"Tail suspension","Index, Middle, Ring","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",1,1,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",1,2,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",1,3,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",2,1,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",3,1,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",3,2,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",4,1,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",5,1,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",5,2,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",5,3,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",6,1,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",6,2,"left",NA,"Sitting","Index, Middle","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",7,1,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",7,2,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",7,3,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",7,4,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",7,5,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",7,6,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",7,7,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",7,8,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",7,9,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",7,10,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",7,11,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",7,12,"left",NA,"Sitting","Index","Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",7,13,"left",NA,"Sitting",NA,"Apeldoorn","",-1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",8,1,"right",NA,"Sitting","Index","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",8,2,"right",NA,"Sitting","Index","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",8,3,"right",NA,"Sitting","Index, Middle, Ring","Apeldoorn","",1
"Atelidae","Ateles","fusciceps","Bogota_fusciceps","male","adult","31.08.2019","_00112",9,1,"left",NA,"Sitting","Index","Apeldoorn","",-1
