"Higher.taxon","Genus","Species","Individual","Sex","Age","Date","Video","Bout","Insertion.event","Hand.used.to.insert","Handed.in.with..","Position","Fingers","Location","X","HIInsert"
"Cebidae","Leontopithecus","chrysomelas","male_2_chrysomelas","male","adult","27.12.2019","32 (Januario/Petro)",26,10,"left",NA,"Suspended",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","male_2_chrysomelas","male","adult","27.12.2019","32 (Januario/Petro)",26,11,"left",NA,"Suspended",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","male_2_chrysomelas","male","adult","27.12.2019","32 (Januario/Petro)",27,1,"left",NA,"Suspended",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","male_2_chrysomelas","male","adult","27.12.2019","32 (Januario/Petro)",27,2,"left",NA,"Suspended",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","male_2_chrysomelas","male","adult","27.12.2019","32 (Januario/Petro)",27,3,"left",NA,"Suspended",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","male_2_chrysomelas","male","adult","27.12.2019","32 (Januario/Petro)",27,4,"left",NA,"Suspended",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","male_2_chrysomelas","male","adult","27.12.2019","32 (Januario/Petro)",28,1,"left",NA,"Suspended",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","male_2_chrysomelas","male","adult","27.12.2019","32 (Januario/Petro)",28,2,"left",NA,"Suspended",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","male_2_chrysomelas","male","adult","27.12.2019","32 (Januario/Petro)",28,3,"left",NA,"Suspended",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","male_2_chrysomelas","male","adult","27.12.2019","32 (Januario/Petro)",29,1,"left",NA,"Suspended",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","male_2_chrysomelas","male","adult","27.12.2019","32 (Januario/Petro)",29,2,"left",NA,"Suspended",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","male_2_chrysomelas","male","adult","27.12.2019","32 (Januario/Petro)",29,3,"left",NA,"Suspended",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","male_2_chrysomelas","male","adult","27.12.2019","32 (Januario/Petro)",29,4,"left",NA,"Suspended",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","male_2_chrysomelas","male","adult","27.12.2019","32 (Januario/Petro)",29,5,"left",NA,"Suspended",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","male_2_chrysomelas","male","adult","27.12.2019","32 (Januario/Petro)",29,6,"left",NA,"Suspended",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","030 (Januario/Petro)",1,1,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","030 (Januario/Petro)",1,2,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","30 (Januario/Petro)",1,3,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","30 (Januario/Petro)",1,4,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","30 (Januario/Petro)",1,5,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","30 (Januario/Petro)",1,6,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","30 (Januario/Petro)",1,7,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","30 (Januario/Petro)",1,8,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","30 (Januario/Petro)",1,9,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","30 (Januario/Petro)",1,10,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","30 (Januario/Petro)",1,11,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","30 (Januario/Petro)",1,12,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","30 (Januario/Petro)",1,13,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","30 (Januario/Petro)",1,14,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","30 (Januario/Petro)",1,15,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","30 (Januario/Petro)",1,16,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","27.12.2019","30 (Januario/Petro)",1,17,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",2,1,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",3,1,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",4,1,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",4,2,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",5,1,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",5,2,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",5,3,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",5,4,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",5,5,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",5,6,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",5,7,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",5,8,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",5,9,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",5,10,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",5,11,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",5,12,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",6,1,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",6,2,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",6,3,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",6,4,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",6,5,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",6,6,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",6,7,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",6,8,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",6,9,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",6,10,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",6,11,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",6,12,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",6,13,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","male_3_chrysomelas","male","adult","02.02.2020","_0176",6,14,"right",NA,"Suspended",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",1,1,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",1,2,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",1,3,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",1,4,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",1,5,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",1,6,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",1,7,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,1,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,2,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,3,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,4,"left",NA,"Sitting","Index, Middle, Ring","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,5,"left",NA,"Sitting","Fingers","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,6,"left",NA,"Sitting","Fingers","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,7,"left",NA,"Sitting","Fingers","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,8,"left",NA,"Sitting","Fingers","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,9,"left",NA,"Sitting","Fingers","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,10,"left",NA,"Sitting","Fingers","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,11,"left",NA,"Sitting","Fingers","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,12,"left",NA,"Sitting","Fingers","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,13,"left",NA,"Sitting","Index, Middle, Ring","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,14,"left",NA,"Sitting","Index, Middle, Ring","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,15,"left",NA,"Sitting","Fingers","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,16,"left",NA,"Sitting","Fingers","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,17,"left",NA,"Sitting","Index, Middle, Ring","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,18,"left",NA,"Sitting","Index, Middle, Ring","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,19,"left",NA,"Sitting","Index, Middle, Ring","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,20,"left",NA,"Sitting","Fingers","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,21,"left",NA,"Sitting","Index, Middle, Ring","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,22,"left",NA,"Sitting","Index, Middle, Ring","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,23,"left",NA,"Sitting","Index, Middle, Ring","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",2,24,"left",NA,"Sitting","Index, Middle, Ring","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",3,1,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",3,2,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",3,3,"left",NA,"Sitting","Index, Middle, Ring","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",4,1,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",4,2,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",4,3,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",4,4,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",4,5,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",5,1,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",5,2,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",5,3,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",6,1,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",7,1,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",7,2,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",7,3,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",7,4,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",7,5,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",7,6,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",7,7,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",7,8,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",7,9,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",7,10,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",7,11,"right",NA,"Sitting","Fingers","Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",7,12,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",8,1,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,1,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,2,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,3,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,4,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,5,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,6,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,7,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,8,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,9,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,10,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,11,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,12,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,13,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,14,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,15,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,16,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,17,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,18,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,19,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,20,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,21,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",9,22,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",10,1,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",10,2,"left",NA,"Sitting","Index, Middle, Ring","Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",10,3,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",10,4,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",10,5,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",10,6,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",10,7,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",11,1,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",11,2,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",12,1,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",12,2,"left",NA,"Sitting",NA,"Sao Paulo","",-1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",13,1,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",13,2,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",13,3,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",13,4,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",13,5,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",13,6,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",13,7,"right",NA,"Sitting",NA,"Sao Paulo","",1
"Cebidae","Leontopithecus","chrysomelas","Fujao_chrysomelas","male","adult","30.12.2019","_002 (Cage1)",13,8,"right",NA,"Sitting",NA,"Sao Paulo","",1
