Genus	Species	Location	n	Mean HI	Mean AbsHI	n (right-handed)	n (left-handed)	n (ambidextrous)	References
Papio	anubis	Centre of Primatology (Rousset. France)	104	0.13	0.4	52	33	19	Vauclair et al. 2005
